,zfygpa,zgpa,DOB_yr,isPartTime,sex,race,cluster_tier,family_income,lsat,ugpa,pass_bar,weighted_lsat_ugpa
4578,-1.47,-1.4,68.0,No,Male,White,3.0,4.0,36.5,3.4,Passed,758.4210344999999
4579,0.77,0.77,66.0,No,Female,White,4.0,5.0,40.0,3.0,Passed,773.68419
4580,-0.58,0.0,63.0,Yes,Female,White,4.0,2.0,41.0,3.2,Failed_or_not_attempted,809.473663
4581,-0.1,-0.47,66.0,No,Male,White,3.0,3.0,33.0,2.8,Passed,643.157879
4582,1.39,1.47,59.0,Yes,Female,White,3.0,1.0,38.0,4.0,Passed,842.105244
4583,-0.75,-1.38,69.0,No,Female,White,3.0,3.0,33.0,2.6,Passed,623.157879
4584,0.0,0.0,68.0,No,Male,Other,6.0,4.0,34.0,3.3,Failed_or_not_attempted,708.9473519999999
4585,0.0,0.0,58.0,No,Female,White,1.0,4.0,31.0,3.0,Passed,631.578933
4586,0.0,0.0,53.0,Yes,Male,White,4.0,2.0,40.0,2.8,Failed_or_not_attempted,753.68419
4587,-0.62,-0.87,69.0,No,Male,White,3.0,3.0,36.0,3.0,Passed,710.526298
4588,1.75,1.73,68.0,No,Male,White,4.0,2.0,40.0,3.8,Passed,853.68419
4589,0.16,0.1,67.0,No,Male,White,3.0,3.0,37.0,3.4,Passed,766.3157709999999
4590,0.1,-0.2,67.0,No,Male,White,3.0,5.0,37.0,2.5,Passed,676.315771
4591,0.0,0.0,62.0,No,Male,White,4.0,4.0,45.0,3.9,Failed_or_not_attempted,942.6315549999999
4592,-1.93,-1.85,68.0,No,Female,Black,5.0,3.0,34.0,3.1,Passed,688.947352
4593,-0.37,0.64,67.0,No,Male,White,2.0,4.0,33.0,3.0,Passed,663.157879
4594,-1.23,-1.13,70.0,No,Female,White,2.0,3.0,35.0,3.4,Passed,734.736825
4595,-0.75,0.0,65.0,No,Female,White,4.0,4.0,42.0,3.7,Failed_or_not_attempted,875.263136
4596,0.0,0.0,64.0,Yes,Male,White,5.0,4.0,26.5,3.8,Failed_or_not_attempted,640.5263044999999
4597,-0.56,-0.22,70.0,No,Female,White,5.0,3.0,42.0,3.8,Passed,885.2631359999999
4598,0.83,0.64,67.0,No,Male,White,3.0,4.0,32.0,3.2,Passed,667.368406
4599,1.64,1.76,66.0,No,Male,White,3.0,3.0,41.0,3.1,Failed_or_not_attempted,799.473663
4600,-0.13,-0.77,66.0,No,Female,White,3.0,3.0,35.5,3.5,Passed,752.6315615
4601,0.0,0.0,64.0,Yes,Female,White,5.0,3.0,36.0,3.3,Passed,740.526298
4602,0.81,1.28,66.0,No,Male,White,5.0,5.0,44.0,3.4,Passed,876.842082
4604,-0.1,-0.36,68.0,No,Male,White,3.0,4.0,36.0,3.1,Passed,720.526298
4605,-0.07,-0.02,56.0,No,Male,White,3.0,3.0,36.0,2.1,Passed,620.526298
4606,0.0,0.0,66.0,No,Male,White,5.0,1.0,35.0,3.7,Passed,764.736825
4607,-0.65,0.11,63.0,No,Male,Black,1.0,4.0,28.0,2.2,Passed,504.210514
4608,1.49,1.42,67.0,No,Female,White,4.0,3.0,38.0,3.7,Passed,812.105244
4609,0.38,0.41,62.0,No,Female,White,4.0,3.0,34.0,2.2,Passed,598.947352
4610,1.76,1.24,61.0,No,Female,White,6.0,3.0,46.0,3.9,Passed,958.421028
4611,0.23,0.31,65.0,No,Male,White,5.0,3.0,42.0,2.9,Passed,795.2631359999999
4612,0.2,0.13,68.0,No,Male,White,3.0,3.0,37.0,3.4,Passed,766.3157709999999
4613,0.0,0.0,69.0,No,Female,White,2.0,4.0,34.0,3.3,Passed,708.9473519999999
4614,-0.9,-0.9,69.0,No,Female,White,3.0,4.0,33.0,3.1,Passed,673.157879
4615,1.4,1.12,59.0,No,Male,White,5.0,5.0,46.0,3.4,Passed,908.421028
4616,-1.39,0.0,65.0,No,Male,Black,4.0,3.0,25.0,3.3,Failed_or_not_attempted,566.842095
4617,0.84,0.58,64.0,Yes,Female,White,3.0,2.0,40.0,3.1,Passed,783.6841900000001
4618,1.47,1.63,68.0,No,Male,White,3.0,5.0,36.0,3.2,Passed,730.526298
4619,-1.48,-1.23,61.0,No,Male,White,4.0,2.0,37.0,3.8,Failed_or_not_attempted,806.3157709999999
4620,2.26,0.94,62.0,Yes,Male,White,5.0,3.0,32.5,3.1,Passed,665.2631425
4621,2.31,2.55,69.0,No,Male,White,5.0,2.0,43.0,3.2,Failed_or_not_attempted,841.052609
4622,-0.58,-1.04,69.0,No,Male,White,4.0,5.0,42.0,3.4,Passed,845.2631359999999
4623,-0.34,-0.13,67.0,No,Male,White,6.0,3.0,42.0,3.7,Passed,875.263136
4624,-1.13,-0.63,64.0,No,Male,White,4.0,5.0,36.0,3.2,Failed_or_not_attempted,730.526298
4625,-0.81,-1.01,68.0,No,Male,Other,3.0,4.0,28.0,3.4,Passed,624.210514
4626,0.5,1.25,66.0,Yes,Male,White,5.0,1.0,32.0,3.0,Passed,647.368406
4627,-1.12,-1.9,69.0,No,Female,Black,5.0,4.0,31.0,3.4,Passed,671.578933
4628,1.55,1.91,69.0,No,Female,White,3.0,4.0,34.0,3.5,Passed,728.9473519999999
4629,0.0,0.0,68.0,No,Female,White,5.0,4.0,42.0,3.7,Failed_or_not_attempted,875.263136
4630,-1.38,-1.17,69.0,No,Male,White,6.0,4.0,37.0,3.9,Passed,816.3157709999999
4631,-2.75,0.0,54.0,No,Female,Black,2.0,2.0,18.0,3.5,Failed_or_not_attempted,476.315784
4633,0.07,0.36,69.0,No,Female,White,5.0,4.0,41.0,3.3,Passed,819.473663
4634,-0.41,-0.15,69.0,No,Male,White,5.0,4.0,40.0,3.5,Failed_or_not_attempted,823.68419
4635,0.52,-0.14,67.0,No,Female,White,4.0,4.0,39.0,2.8,Passed,737.8947169999999
4636,-0.39,-0.48,68.0,No,Female,White,5.0,4.0,41.0,3.4,Passed,829.473663
4637,-0.56,-0.97,65.0,No,Male,Other,3.0,3.0,26.0,3.3,Passed,582.631568
4638,0.0,0.0,65.0,No,Female,Other,3.0,2.0,27.0,3.0,Failed_or_not_attempted,568.4210410000001
4639,1.44,1.06,68.0,No,Male,White,4.0,4.0,39.0,3.5,Passed,807.8947169999999
4640,0.88,0.09,67.0,No,Male,Black,5.0,3.0,35.0,3.0,Passed,694.736825
4642,0.2,0.1,69.0,No,Male,White,5.0,4.0,46.0,3.9,Passed,958.421028
4643,-0.6,-0.95,68.0,No,Male,White,2.0,5.0,28.0,3.2,Passed,604.210514
4644,-0.21,-0.45,69.0,No,Female,White,2.0,3.0,30.0,3.8,Passed,695.78946
4645,-0.79,-1.34,69.0,No,Female,Black,3.0,2.0,27.0,3.1,Failed_or_not_attempted,578.4210410000001
4646,-0.75,-0.86,64.0,No,Female,White,2.0,5.0,30.5,2.8,Passed,603.6841965
4647,0.4,0.35,65.0,No,Male,White,3.0,3.0,31.0,3.0,Failed_or_not_attempted,631.578933
4648,-0.37,-0.59,50.0,Yes,Male,White,3.0,4.0,41.0,2.9,Passed,779.473663
4649,0.05,-0.16,69.0,No,Male,White,3.0,3.0,41.0,3.3,Passed,819.473663
4650,0.38,0.06,58.0,No,Male,White,5.0,3.0,41.0,3.3,Passed,819.473663
4651,0.17,-0.42,68.0,No,Female,White,3.0,4.0,31.5,3.2,Passed,659.4736695
4652,-1.04,-1.19,70.0,No,Female,White,5.0,4.0,39.0,2.5,Passed,707.8947169999999
4653,-0.58,-1.13,47.0,No,Female,White,3.0,3.0,35.0,2.8,Passed,674.736825
4654,2.22,2.55,65.0,Yes,Female,Other,3.0,3.0,37.0,3.9,Passed,816.3157709999999
4655,2.02,1.33,68.0,No,Female,White,4.0,3.0,40.0,3.6,Passed,833.6841900000001
4656,0.63,0.0,67.0,No,Male,White,6.0,3.0,43.0,3.5,Passed,871.052609
4657,1.25,1.75,68.0,Yes,Female,Black,2.0,4.0,31.0,3.9,Passed,721.578933
4658,-0.22,-0.28,66.0,No,Male,Black,5.0,2.0,39.0,2.7,Passed,727.894717
4659,-0.36,-0.35,69.0,No,Male,White,3.0,3.0,40.0,3.7,Passed,843.6841900000001
4660,0.0,0.0,66.0,No,Female,White,4.0,3.0,40.0,3.5,Passed,823.68419
4661,-1.76,-1.44,59.0,Yes,Female,White,4.0,2.0,39.0,3.1,Passed,767.894717
4662,0.34,1.13,62.0,No,Female,White,4.0,4.0,38.0,3.7,Passed,812.105244
4663,0.19,0.22,69.0,No,Female,White,3.0,4.0,37.0,3.4,Passed,766.3157709999999
4664,0.49,0.95,64.0,No,Female,White,4.0,3.0,42.0,3.6,Failed_or_not_attempted,865.263136
4665,-1.53,-0.65,67.0,No,Female,Other,1.0,2.0,24.0,2.6,Failed_or_not_attempted,481.052622
4666,-0.6,-0.93,67.0,No,Male,White,4.0,3.0,40.0,3.2,Passed,793.6841900000001
4667,0.0,0.0,69.0,No,Male,White,4.0,4.0,35.0,4.0,Failed_or_not_attempted,794.736825
4668,-1.01,-0.94,67.0,No,Male,Other,4.0,3.0,39.0,3.4,Passed,797.8947169999999
4669,0.0,0.0,57.0,No,Female,White,3.0,2.0,34.0,3.6,Failed_or_not_attempted,738.947352
4670,-0.17,-0.48,69.0,No,Male,White,4.0,4.0,39.0,3.4,Passed,797.8947169999999
4671,0.0,0.0,64.0,No,Male,Black,6.0,1.0,33.0,2.5,Passed,613.157879
4672,-1.68,-1.79,69.0,No,Male,Black,6.0,4.0,33.0,3.6,Passed,723.157879
4673,0.0,0.0,62.0,No,Male,White,4.0,3.0,36.0,3.2,Failed_or_not_attempted,730.526298
4674,0.55,0.3,63.0,No,Female,White,3.0,4.0,36.5,3.8,Passed,798.4210344999999
4675,1.8,2.07,57.0,No,Female,White,2.0,3.0,36.0,3.9,Failed_or_not_attempted,800.526298
4676,1.48,1.31,64.0,No,Male,White,5.0,4.0,48.0,3.1,Passed,909.999974
4677,0.45,0.19,68.0,No,Female,White,3.0,3.0,35.0,3.1,Passed,704.736825
4678,0.71,0.75,68.0,No,Female,Other,6.0,4.0,36.0,2.7,Passed,680.526298
4679,-0.82,-0.53,58.0,No,Female,Other,5.0,1.0,26.0,2.8,Failed_or_not_attempted,532.631568
4680,0.6,0.69,67.0,No,Female,White,5.0,3.0,42.0,2.9,Passed,795.2631359999999
4682,1.59,0.93,45.0,No,Female,White,4.0,3.0,36.0,3.3,Passed,740.526298
4683,-0.33,-0.33,49.0,Yes,Female,White,3.0,3.0,33.0,3.4,Passed,703.157879
4684,-1.43,-0.91,65.0,No,Female,White,3.0,3.0,33.5,2.9,Passed,661.0526155
4685,0.49,0.63,61.0,Yes,Male,White,3.0,3.0,40.0,2.4,Passed,713.68419
4686,2.36,2.74,61.0,No,Male,White,3.0,4.0,42.0,3.0,Passed,805.263136
4687,0.0,0.03,66.0,Yes,Male,White,4.0,4.0,37.0,3.4,Passed,766.3157709999999
4688,1.03,0.84,55.0,No,Male,White,4.0,3.0,34.0,3.8,Passed,758.9473519999999
4689,0.17,0.58,66.0,No,Male,White,5.0,4.0,40.0,3.3,Passed,803.68419
4691,-0.18,-0.44,68.0,No,Male,Other,4.0,3.0,36.0,3.3,Passed,740.526298
4692,-0.75,-0.86,65.0,No,Female,Other,3.0,3.0,33.0,2.4,Passed,603.157879
4693,0.52,0.58,69.0,No,Female,White,3.0,4.0,41.0,3.6,Passed,849.473663
4694,-0.74,-1.3,56.0,No,Male,White,3.0,4.0,38.0,2.8,Passed,722.105244
4695,0.0,0.0,68.0,No,Male,White,2.0,3.0,34.0,3.8,Passed,758.9473519999999
4696,-0.81,-0.5,56.0,No,Male,White,6.0,3.0,39.0,2.9,Passed,747.8947169999999
4697,-0.15,-0.04,63.0,No,Male,White,3.0,4.0,34.0,3.1,Passed,688.947352
4698,-0.01,-0.93,66.0,No,Female,White,4.0,4.0,30.0,2.7,Passed,585.78946
4699,-0.18,-0.56,68.0,No,Female,White,5.0,4.0,44.0,3.5,Passed,886.842082
4700,0.2,-0.04,70.0,No,Female,White,3.0,3.0,34.0,3.3,Passed,708.9473519999999
4701,0.67,0.51,68.0,No,Male,Other,5.0,4.0,40.0,3.7,Passed,843.6841900000001
4702,1.16,1.16,65.0,No,Female,White,1.0,4.0,38.0,2.9,Failed_or_not_attempted,732.105244
4703,0.46,-0.31,69.0,Yes,Female,White,3.0,4.0,35.0,3.5,Passed,744.736825
4704,0.03,0.45,55.0,No,Male,White,4.0,3.0,37.0,3.6,Passed,786.315771
4705,-1.32,-1.09,69.0,No,Female,White,6.0,4.0,37.0,3.2,Passed,746.315771
4706,0.43,0.21,69.0,No,Male,White,2.0,4.0,37.0,3.1,Failed_or_not_attempted,736.315771
4707,0.0,0.0,69.0,No,Male,White,4.0,4.0,41.0,3.7,Passed,859.473663
4708,-0.39,-0.53,69.0,No,Female,White,3.0,4.0,36.0,3.3,Failed_or_not_attempted,740.526298
4709,0.22,0.52,65.0,No,Male,White,3.0,4.0,32.0,2.3,Passed,577.3684059999999
4710,-0.1,-0.21,68.0,No,Male,Other,4.0,5.0,30.0,3.1,Passed,625.78946
4711,0.46,-0.2,68.0,No,Male,White,2.0,4.0,40.0,3.8,Passed,853.68419
4712,-0.68,-0.6,66.0,No,Male,Other,5.0,4.0,40.5,2.9,Passed,771.5789265
4713,-0.97,0.35,65.0,Yes,Male,White,3.0,3.0,34.0,2.9,Passed,668.9473519999999
4714,1.82,1.07,0.0,No,Male,White,3.0,4.0,32.0,2.9,Passed,637.3684059999999
4715,-0.35,0.18,68.0,No,Male,White,4.0,3.0,38.0,4.0,Passed,842.105244
4716,1.29,0.3,64.0,No,Male,Black,1.0,3.0,22.0,3.1,Failed_or_not_attempted,499.473676
4717,0.43,0.15,66.0,No,Male,White,5.0,3.0,36.0,2.9,Passed,700.526298
4719,-0.29,-0.13,69.0,No,Male,White,4.0,3.0,46.0,3.1,Passed,878.421028
4720,0.57,0.53,66.0,No,Male,White,3.0,3.0,38.0,3.3,Passed,772.105244
4721,-0.81,-0.45,69.0,No,Male,White,5.0,4.0,37.0,2.9,Passed,716.3157709999999
4722,1.3,0.94,68.0,No,Male,White,4.0,4.0,44.0,3.8,Passed,916.842082
4723,-1.1,-0.9,69.0,No,Male,White,4.0,4.0,39.0,3.4,Passed,797.8947169999999
4724,0.35,0.13,69.0,No,Male,White,3.0,5.0,44.0,2.7,Passed,806.842082
4725,0.23,-0.4,68.0,No,Male,White,4.0,3.0,37.0,3.3,Passed,756.3157709999999
4726,0.8,1.17,69.0,No,Female,White,4.0,4.0,34.0,3.8,Passed,758.9473519999999
4727,-0.73,-0.44,59.0,No,Female,White,4.0,4.0,37.0,3.5,Passed,776.315771
4729,-0.81,-0.97,70.0,No,Female,White,3.0,3.0,37.0,3.1,Passed,736.315771
4730,1.83,1.25,62.0,No,Female,White,4.0,1.0,39.0,2.7,Passed,727.894717
4731,1.45,1.43,68.0,No,Male,White,2.0,3.0,34.0,3.1,Passed,688.947352
4732,-1.08,-1.3,58.0,Yes,Female,Black,3.0,1.0,25.0,2.7,Failed_or_not_attempted,506.84209500000003
4733,-0.02,-0.46,70.0,No,Female,White,3.0,4.0,35.0,2.7,Passed,664.736825
4734,0.0,0.0,69.0,No,Male,White,3.0,4.0,31.0,3.8,Failed_or_not_attempted,711.578933
4735,0.24,-0.5,68.0,No,Male,White,4.0,4.0,39.0,3.0,Passed,757.8947169999999
4736,0.97,1.04,69.0,No,Male,White,6.0,4.0,45.0,3.8,Passed,932.6315549999999
4737,0.0,0.0,63.0,No,Male,White,6.0,4.0,42.0,2.9,Failed_or_not_attempted,795.2631359999999
4738,-0.9,-0.22,69.0,No,Female,White,6.0,4.0,43.0,3.3,Passed,851.052609
4739,0.0,0.0,68.0,No,Male,White,6.0,5.0,42.0,3.0,Passed,805.263136
4740,0.67,0.66,67.0,No,Male,White,6.0,5.0,46.0,3.7,Failed_or_not_attempted,938.421028
4741,1.68,1.92,68.0,No,Female,White,5.0,3.0,38.0,3.7,Passed,812.105244
4743,-0.5,-1.49,69.0,No,Female,White,5.0,4.0,47.0,3.7,Passed,954.210501
4744,0.55,0.68,69.0,No,Male,White,4.0,3.0,34.0,3.4,Passed,718.9473519999999
4745,0.12,0.79,68.0,No,Male,White,6.0,4.0,39.0,3.8,Passed,837.8947169999999
4746,0.76,0.89,65.0,No,Male,White,4.0,3.0,45.0,3.6,Passed,912.6315549999999
4747,-0.67,0.0,67.0,No,Male,White,4.0,2.0,34.5,3.2,Passed,706.8420885
4748,-2.31,-2.42,65.0,No,Male,White,3.0,4.0,26.5,2.4,Passed,500.5263045
4749,-1.22,-0.88,69.0,No,Female,White,3.0,4.0,40.0,2.9,Passed,763.68419
4750,0.93,0.48,69.0,No,Female,White,5.0,3.0,45.0,3.7,Passed,922.6315549999999
4751,-1.08,-1.05,68.0,No,Male,White,3.0,4.0,41.0,2.9,Failed_or_not_attempted,779.473663
4752,0.0,0.0,69.0,No,Female,Other,4.0,5.0,34.0,3.4,Passed,718.9473519999999
4753,-1.3,-1.2,69.0,No,Male,Black,5.0,4.0,41.0,3.0,Passed,789.473663
4754,0.0,0.0,69.0,No,Female,White,3.0,3.0,36.5,3.8,Failed_or_not_attempted,798.4210344999999
4756,0.88,0.88,69.0,No,Female,White,5.0,3.0,33.0,3.5,Passed,713.157879
4757,-0.71,-1.36,69.0,No,Male,White,3.0,4.0,33.0,3.1,Passed,673.157879
4758,0.3,0.51,69.0,No,Female,White,4.0,4.0,46.0,3.3,Passed,898.421028
4759,0.17,0.46,69.0,No,Male,White,3.0,3.0,35.0,3.5,Passed,744.736825
4760,-0.27,-0.06,68.0,No,Male,White,5.0,5.0,38.0,3.5,Passed,792.105244
4761,-0.03,-0.7,53.0,No,Male,White,3.0,3.0,34.0,2.9,Passed,668.9473519999999
4762,-1.55,0.0,68.0,No,Male,Black,1.0,3.0,35.0,2.1,Failed_or_not_attempted,604.736825
4763,-1.03,-1.24,61.0,No,Female,White,3.0,2.0,37.0,3.5,Passed,776.315771
4764,0.27,0.52,69.0,No,Male,White,3.0,4.0,35.0,3.3,Passed,724.736825
4765,-0.73,-1.8,70.0,No,Female,Other,3.0,3.0,34.0,3.1,Failed_or_not_attempted,688.947352
4766,-1.23,-1.06,66.0,No,Male,Black,5.0,1.0,40.0,3.1,Passed,783.6841900000001
4767,0.03,-0.79,66.0,No,Male,White,6.0,4.0,41.5,3.7,Passed,867.3683995
4768,0.54,0.38,62.0,Yes,Female,White,5.0,4.0,40.0,3.6,Passed,833.6841900000001
4769,-1.31,-1.98,69.0,No,Female,Black,2.0,4.0,26.0,2.3,Failed_or_not_attempted,482.63156799999996
4770,-0.34,-0.63,68.0,No,Female,White,3.0,3.0,32.0,3.1,Failed_or_not_attempted,657.368406
4771,1.56,1.29,68.0,No,Male,White,3.0,4.0,35.0,3.8,Failed_or_not_attempted,774.736825
4772,-1.37,-1.45,65.0,No,Male,White,5.0,3.0,40.0,3.7,Passed,843.6841900000001
4773,-1.06,-1.97,70.0,No,Female,Black,3.0,3.0,28.0,2.1,Failed_or_not_attempted,494.210514
4774,-0.26,-0.2,58.0,No,Male,White,5.0,4.0,41.0,3.0,Passed,789.473663
4775,0.01,-0.36,69.0,No,Male,Black,3.0,4.0,32.0,2.7,Passed,617.368406
4776,-0.31,-0.72,68.0,No,Female,White,5.0,4.0,36.0,3.6,Passed,770.526298
4777,-1.23,-1.13,66.0,No,Female,Black,4.0,3.0,19.0,2.8,Failed_or_not_attempted,422.105257
4778,-0.14,0.66,67.0,No,Female,White,5.0,4.0,40.0,3.5,Passed,823.68419
4779,0.81,0.82,66.0,No,Male,White,3.0,4.0,37.5,3.0,Passed,734.2105075
4780,-0.41,0.29,69.0,No,Male,White,3.0,4.0,34.0,3.0,Passed,678.9473519999999
4781,-0.24,-0.68,59.0,No,Male,White,3.0,3.0,33.0,3.5,Passed,713.157879
4782,1.32,1.56,66.0,No,Male,White,3.0,3.0,37.0,3.9,Passed,816.3157709999999
4783,-2.09,-1.07,69.0,No,Male,White,3.0,5.0,26.0,2.9,Failed_or_not_attempted,542.631568
4784,0.14,-0.25,66.0,No,Male,Other,4.0,3.0,35.5,2.5,Passed,652.6315615
4785,0.15,0.19,69.0,No,Female,White,5.0,3.0,34.0,3.7,Passed,748.947352
4786,0.0,0.0,62.0,No,Male,White,5.0,3.0,40.0,2.5,Passed,723.68419
4787,1.55,1.3,49.0,No,Female,White,3.0,3.0,35.0,3.9,Passed,784.736825
4788,0.55,1.05,69.0,No,Male,White,5.0,5.0,46.0,3.9,Passed,958.421028
4789,-0.62,-0.46,67.0,No,Female,White,4.0,3.0,40.0,3.4,Passed,813.68419
4790,0.0,0.0,65.0,No,Male,White,3.0,3.0,41.0,2.9,Failed_or_not_attempted,779.473663
4791,-2.27,-1.73,55.0,No,Male,Black,4.0,4.0,25.5,2.3,Failed_or_not_attempted,474.7368315
4792,-0.5,-0.34,69.0,No,Male,White,6.0,4.0,37.5,3.1,Passed,744.2105075000001
4793,-1.41,0.0,66.0,Yes,Female,White,3.0,3.0,35.0,3.0,Failed_or_not_attempted,694.736825
4794,0.37,0.32,68.0,No,Male,White,4.0,5.0,34.0,3.6,Passed,738.947352
4795,0.69,-0.21,68.0,No,Male,White,3.0,4.0,38.5,3.5,Passed,799.9999805
4796,1.35,1.32,69.0,No,Female,White,4.0,3.0,40.0,3.9,Passed,863.68419
4797,-0.37,0.04,64.0,Yes,Male,White,2.0,3.0,32.0,2.6,Passed,607.368406
4798,-0.12,-0.24,66.0,No,Female,White,4.0,4.0,33.0,3.5,Passed,713.157879
4799,-0.14,-0.26,65.0,No,Male,White,4.0,4.0,31.5,3.6,Passed,699.4736695
4800,-0.24,0.0,63.0,No,Male,White,5.0,1.0,29.0,3.8,Passed,679.9999869999999
4802,0.9,1.11,68.0,No,Male,White,3.0,3.0,34.0,3.6,Passed,738.947352
4803,0.32,0.01,66.0,No,Male,White,5.0,5.0,44.0,3.1,Passed,846.842082
4804,-0.44,-1.23,67.0,Yes,Female,White,6.0,3.0,32.3,3.3,Passed,682.1052478999999
4805,-0.65,-0.44,69.0,No,Female,White,3.0,3.0,39.0,3.2,Passed,777.894717
4806,1.01,0.58,66.0,No,Male,White,2.0,4.0,34.0,2.7,Failed_or_not_attempted,648.947352
4807,-1.07,-0.99,69.0,No,Female,White,4.0,5.0,29.0,3.6,Passed,659.999987
4808,-0.65,-0.73,65.0,No,Female,White,5.0,3.0,35.5,3.2,Passed,722.6315615
4809,0.62,0.39,68.0,No,Female,White,3.0,4.0,36.0,3.7,Passed,780.526298
4810,0.71,1.2,69.0,No,Female,White,5.0,4.0,37.0,3.8,Passed,806.3157709999999
4811,-1.7,-1.38,68.0,No,Male,White,5.0,4.0,45.0,3.5,Passed,902.6315549999999
4812,-0.95,0.0,60.0,Yes,Male,Other,3.0,3.0,34.0,2.8,Failed_or_not_attempted,658.9473519999999
4814,-1.08,-1.22,66.0,No,Male,White,6.0,3.0,30.0,3.5,Passed,665.78946
4815,0.0,0.0,51.0,No,Female,White,1.0,3.0,36.0,2.5,Passed,660.526298
4816,-0.18,0.02,59.0,Yes,Male,White,5.0,4.0,34.5,2.8,Passed,666.8420884999999
4817,0.66,0.03,64.0,No,Male,White,3.0,4.0,38.0,2.8,Passed,722.105244
4818,-0.88,-1.17,68.0,No,Female,White,4.0,3.0,36.0,3.6,Passed,770.526298
4819,1.38,1.57,68.0,No,Male,White,3.0,4.0,35.0,3.7,Passed,764.736825
4820,-0.78,-0.47,66.0,No,Male,Other,3.0,3.0,34.0,3.1,Passed,688.947352
4821,-0.01,0.87,63.0,No,Female,White,4.0,3.0,46.0,3.2,Passed,888.421028
4822,-1.02,0.0,66.0,No,Female,White,6.0,4.0,42.0,3.6,Failed_or_not_attempted,865.263136
4823,0.59,0.44,57.0,No,Female,White,4.0,2.0,31.0,3.5,Passed,681.578933
4824,1.76,0.0,69.0,No,Female,White,4.0,4.0,44.0,3.8,Failed_or_not_attempted,916.842082
4825,0.79,1.01,69.0,No,Female,White,3.0,3.0,39.0,3.4,Passed,797.8947169999999
4826,1.48,0.53,67.0,Yes,Female,White,3.0,4.0,34.0,3.0,Passed,678.9473519999999
4827,0.11,-0.72,68.0,No,Male,White,3.0,3.0,33.0,3.3,Passed,693.157879
4828,0.21,0.68,69.0,No,Female,White,4.0,4.0,39.0,3.8,Passed,837.8947169999999
4829,-0.65,-0.41,69.0,No,Female,White,5.0,3.0,47.0,3.7,Passed,954.210501
4830,-0.7,-1.2,62.0,Yes,Female,White,5.0,3.0,32.0,3.7,Passed,717.368406
4831,0.44,1.12,69.0,No,Female,White,3.0,4.0,40.0,3.9,Passed,863.68419
4832,1.03,1.26,69.0,No,Male,White,4.0,4.0,39.0,3.0,Passed,757.8947169999999
4833,2.34,2.05,68.0,No,Female,White,4.0,2.0,40.0,3.5,Passed,823.68419
4834,1.08,0.7,66.0,No,Female,White,4.0,2.0,36.0,3.2,Passed,730.526298
4835,1.48,1.63,69.0,No,Male,White,4.0,4.0,42.0,4.0,Passed,905.263136
4836,-1.17,-1.76,55.0,No,Female,Other,4.0,2.0,31.0,2.9,Passed,621.578933
4837,0.42,0.76,66.0,No,Male,White,3.0,3.0,42.0,2.9,Passed,795.2631359999999
4839,0.03,0.15,67.0,No,Female,White,4.0,4.0,41.0,2.7,Passed,759.473663
4840,1.02,0.79,69.0,No,Female,White,4.0,4.0,41.0,3.9,Passed,879.473663
4841,1.01,1.56,67.0,Yes,Male,White,2.0,4.0,38.0,3.8,Passed,822.105244
4842,0.6,0.62,63.0,No,Female,White,3.0,3.0,35.0,3.1,Passed,704.736825
4843,-0.23,-0.57,65.0,No,Female,Other,1.0,3.0,24.0,3.8,Failed_or_not_attempted,601.0526219999999
4844,-0.48,-0.68,69.0,No,Female,White,5.0,4.0,33.0,3.0,Passed,663.157879
4845,0.26,0.2,65.0,No,Female,White,3.0,3.0,38.0,2.8,Passed,722.105244
4846,0.08,-0.95,69.0,No,Male,White,3.0,4.0,33.0,3.6,Passed,723.157879
4847,1.08,1.21,68.0,No,Male,White,6.0,4.0,46.0,3.5,Passed,918.421028
4849,-0.21,0.1,69.0,No,Female,White,3.0,3.0,37.0,3.1,Passed,736.315771
4850,0.0,0.0,63.0,No,Female,Black,1.0,2.0,26.0,2.4,Passed,492.63156799999996
4851,0.0,0.0,54.0,No,Female,Black,1.0,2.0,23.5,3.4,Failed_or_not_attempted,553.1578855
4852,-1.24,0.0,69.0,No,Female,White,4.0,3.0,40.0,3.4,Failed_or_not_attempted,813.68419
4853,-0.23,-0.48,61.0,Yes,Male,White,5.0,4.0,33.5,2.7,Passed,641.0526155
4854,1.1,0.77,69.0,No,Female,White,3.0,4.0,36.0,3.6,Passed,770.526298
4855,-2.89,0.0,70.0,No,Male,Other,3.0,4.0,31.0,3.1,Failed_or_not_attempted,641.578933
4856,-0.52,-0.5,52.0,Yes,Female,White,3.0,2.0,32.0,3.2,Passed,667.368406
4857,0.46,-0.06,69.0,No,Male,Other,4.0,5.0,44.0,3.5,Passed,886.842082
4858,0.0,0.0,62.0,No,Female,White,1.0,3.0,28.0,3.4,Failed_or_not_attempted,624.210514
4859,-0.95,-0.28,69.0,No,Female,White,5.0,4.0,35.0,2.9,Passed,684.736825
4860,0.0,0.0,69.0,No,Female,White,6.0,4.0,42.0,3.4,Passed,845.2631359999999
4861,-0.25,0.0,67.0,Yes,Male,White,3.0,3.0,35.0,2.6,Failed_or_not_attempted,654.736825
4862,0.0,0.0,69.0,No,Female,White,4.0,2.0,33.0,3.9,Failed_or_not_attempted,753.157879
4863,0.35,0.47,63.0,No,Male,White,3.0,2.0,28.0,3.5,Passed,634.210514
4864,0.0,0.0,60.0,Yes,Male,White,3.0,3.0,33.0,3.1,Failed_or_not_attempted,673.157879
